id,intitule,description,typeContrat,lieuTravail,dateCreation,dureeTravailLibelle,salaire
3549554,Chef de projet transverse (H/F),"Description du poste :
Votre agence Adéquat vous met au parfum. Nous recrutons 3 chefs de projet transverses F/H pour notre client FAREVA, l'un des leaders mondiaux de la fabrication et du conditionnement de produits cosmétiques, pharmaceutiques et ménagers.
Rejoignez un univers passionnant. Venez développer un concentré d'expertise métier.
Des missions qui sentent bon la technicité :
- Accompagnement et anticipation
- Pilotage, coordination de projets transverses
- Communication avec les parties prenants tout en arbitrant
- Evaluation de la performance et amélioration continue
Poste avec des déplacements à prévoir chaque semaine sur un autre site.
Liste des missions non exhaustives
Description du profil :
Profil :
Vous êtes prêt à démarrer en beauté cette mission, si vous êtes :
- Méthodique et rigoureux : desingrédients miracles pour ce poste
- Avec le sens des priorités et ne tournez pas autour du pot pour trouver des solutions techniques.
- Vous avez un très bon relationnel une grande capacité d'écoute et une bonne communication écrite et orale
- Vous montrer une grande capacité d'adaptation et d'autonomie à travailler face à des problématiques complexes
De formation BAC+5 en gestion de projet et Audit PMO idéalement en cabinet.
Vous êtes bilingues anglais
Rémunération et avantages :
- Statut cadre au forfait avec RTT
- Salaire selon profil
- Tickets restaurants, mutuelle prise en charge à 100%
- 100%présnetiel sur site
Si ce poste vous colle à la peau, contactez-nous au***",CDI,07 - TOURNON SUR RHONE,2025-03-13T13:10:46.000Z,,"Annuel de 40000,00 Euros"
3477919,Free Dom - Aide ménager / ménagère à domicile (H/F),"Rejoignez Free Dom Vogüé et engagez-vous dans les services de confort !
Les conditions du poste : - Aide ménager(e) - Employé de ménage H/F
Localisation(s) : Vogüé et alentours
Vous bénéficiez également de nombreux avantages : 
Accès à la plateforme Zephyr &amp; Moi, plateforme dédiée à l'accompagnement personnalisé des salariés et de leurs proches afin de les aider dans divers aspects de la vie quotidienne (vie professionnelle, santé etc)
Vos plannings sont étudiés ensemble en fonction de vos disponibilités
Mutuelle d'entreprise,
Equipement de protection (EPI)
Remboursement des frais kilométriques à 40 cts
Inter vacations payées.
Primes diverses (parrainages, cooptation à 40€ .)
Activités d'équipe, journée de l'intervenante, fêtes de fin d'année, pot en été etc.
Grâce à vos qualités et compétences (savoir-faire, ponctualité, politesse, présentation, rigueur et initiative), votre mission est d'assurer le nettoyage et l'entretien des différentes pièces du logement ainsi que le repassage et l'entretien du linge.
Si vous souhaitez postuler à une offre d'emploi, vous devez présenter : - Une expérience d'au moins 6 mois sur un poste similaire
Être en mesure de vous rendre au domicile des particulier",CDI,07 - VOGUE,2025-03-12T07:18:00.000Z,,"Horaire de 12,02 Euros à 12,40 Euros"
3443862,Conducteur / Conductrice de machines automatiques en montage-assemblage mécanique (H/F),"Description du poste :
Votre agence de Valence vous décroche la mission adéquate en tant que Cariste Caces 1.3.5 F/H dans le secteur Valence
Vos missions :
- Port de charges, emballage et travaux de manutention,
- Utiliser un système informatique pour le suivi/traitement des produits/palettes,
- Réceptionner, stocker et transférer des produits sur palettes à l'aide d'un chariot élévateur,
- S'assurer de la sécurité et de la propreté dans sa zone d'intervention.
Horaire en 3X8
Description du profil :
Votre profil :
- Sérieux, ponctuel, dynamique, organisé et doté d'un esprit d'équipe,
- La maîtrise des outils de manutention et la connaissance des règles de sécurité sont appréciées,
- Les postes de caristes nécessitent la détention de(s) permis CACES 1 ou 3 ou 5, ainsi qu'une expérience de 2 ans minimum.
Merci de préciser les CACES lors de la candidature.
Découvrez votre rémunération et vos avantages :
- Avantages client : [Primes, tickets restaurant, mutuelle, prise en charge transports, 13ème mois, environnement de travail, ambiance sur le site ]
- Taux horaire fixe + 10% de fin de mission + 10% de congés payés ;
- Primes collective et/ou individuelle + participation aux bénéfices + CET 5% ;
- Acompte de paye à la semaine si besoin ;
- Possibilité d'intégration rapide, de formation et d'évolution ;
- Bénéficier d'aides et de services dédiés (mutuelle, logement, garde enfant, déplacement)
Parce qu'à Noël, tous les cadeaux ne font pas rêver : avec Adéquat, vous n'aurez pas à faire semblant d'aimer votre mission. Envoyez-nous votre CV ou appelez-nous au***Pas de coup de coeur ? Consultez notre site et retrouvez l'ensemble de nos offres : votre futur job s'y trouve sûrement.",CDI,07 - CHARMES SUR RHONE,2025-03-11T14:47:25.000Z,,"Annuel de 21600,00 Euros à 22000,00 Euros"
3227527,Canalisateur.trice (H/F),"Recherche Canalisateur.trice H/F  à Saint-Sernin (07)
 Contrat : CDI 
 Expérience souhaitée : 2 à 5 ans d'expérience
 Diplôme(s) exigé(s) : CAP
 Déplacements possibles
 L'entreprise : ���� Le Groupe VIVIANY : 95 ans d'expertise au service de l'avenir du BTP ! ����
Depuis près de 95 ans, le Groupe VIVIANY, acteur majeur du BTP et fier de ses racines familiales, construit l'avenir du quart sud-est de la France à travers des projets ambitieux et diversifiés. De la construction de bâtiments publics et privés à la réalisation d'ouvrages d'art, en passant par le désamiantage, le génie civil, les réseaux humides et secs (aériens et souterrains), les travaux fluviaux, le génie écologique, le terrassement de grande masse et la promotion immobilière, notre expertise s'étend sur l'ensemble des métiers du BTP.
Implanté au cœur de ses zones d'intervention, le groupe VIVIANY est toujours au plus proche de ses clients, garantissant réactivité, proximité et excellence pour Construire Durablement Ensemble.
Nous ne nous contentons pas de construire des infrastructures, nous valorisons les talents et nous offrons des opportunités de formation pour grandir ensemble. En investissant constamment dans des outils et du matériel modernes ainsi que dans la sécurité et le bien-être de nos salariés, nous mettons tout en œuvre pour que chaque membre du groupe trouve sa place et puisse s'épanouir.
Notre engagement pour l'excellence se traduit par nos certifications, gages de qualité et de performance ����.
Rejoindre le Groupe VIVIANY, c'est intégrer une famille d'entrepreneurs qui valorise l'humain autant que la performance, dans une région dynamique et pleine de promesses ����. Ensemble, continuons d'écrire une histoire de réussite collective dans une région dynamique et pleine d'opportunités !",CDI,07 - ST SERNIN,2025-03-07T07:50:26.000Z,,
2616477,Burger King France - Assistant manager / Assistante manageuse en restauration (H/F),"Si vous nous recrutez, en tant qu'Assistant.e Manager (Shift Leader), vous serez sous la responsabilité du Directeur de restaurant et vous travaillerez en coopération avec les managers et les équipiers. Vous aurez la charge de :
Gérer à chaud l'organisation d'une ouverture de restaurant en autonomie
Encadrer et former une équipe de 5 à 10 personnes (préparer, gérer un rush)
Transmettre, insuffler une flamme de perfection dans nos services et nos process d'hygiène et sécurité
Manipuler avec prudence et délicatesse nos ingrédients (frais &amp; français)
Assurer la cuisson de tout ou partie des tâches quotidiennes administratives du restaurant (compter les caisses, saisie de commande, versements banque, etc)
Ce parcours a pour but de vous former, mais pas que ! Vous faire évoluer sur un poste de Manager, nous tient particulièrement à cœur.
Et oui, ça fait beaucoup. Mais vous n'êtes pas sans savoir qu'on est des gourmands !
Vous avez :
Le sens des responsabilités
L'envie de faire grandir une équipe
Le goût du challenge et une envie bleue de grandir
La gourmandise et la curiosité comme plus gros défauts
L'enthousiasme, la sympathie et l'agilité comme plus grandes qualités
Nous avons :
Des équipes de 15 personnes à enflammer (en moyenne)
Un développement ambitieux
Un parcours de formation sur mesure
Une expérience terrain valorisante voire inoubliable
Une ambiance à enflammer la piste (et parfois les foules)
Des opportunités dans toute la France
Et ce n'est qu'un début.pour vous et entre nous. Alors, à vous d'écrire votre BK Story !
Pssst. ! Comme le WHOPPER®, notre offre est présente tout au long de l'année. Si ce n'est pas aujourd'hui, ce sera sûrement demain ! Du coup, on garde bien au chaud votre candidature.
Sachez que chez Burger King on a très à cœur de donner sa chance à tout le monde, c'est pourquoi nos postes sont handi-accueillants.",CDI,07 - DAVEZIEUX,2025-02-23T03:47:44.000Z,,
2290768,Comptable H/F CDI,"Vous venez en appui de notre équipe de comptables, en assurant des travaux d'enregistrement et de révision comptable sur des dossiers clients secteur agricole.
Missions :
Ø  Enregistrement des opérations comptables
Ø  Traitement des opérations comptables
Ø  Etablissement des déclarations de TVA
Ø  Révision des comptes",CDI,07 - AUBENAS,2025-02-15T06:45:46.000Z,,
1620738,Conducteur / Conductrice de machines automatiques en montage-assemblage mécanique (H/F),"Description du poste :
Poste en CDI Entreprise familiale et indépendante Industrie innovante de la papeterie
Vous avez l'envie d'intégrer durablement une entreprise qui s'engage dans son territoire ?
Vous souhaitez rejoindre un spécialiste de l'hygiène qui assure sa continuité et son développement ?
Votre agence Adéquat Annonay recrute des Conducteurs de ligne F/H en CDI à Annonay (07) pour son client, MP Hygiène, le plus important fabricant français de papier et de produits d'hygiène. La raison d'être de l'entreprise est de contribuer à la santé et au bien-être de chacun, en concevant les meilleurs produits d'hygiène pour les hôpitaux, écoles, collectivités et entreprises.
Industrie innovante et en croissance, MP Hygiène à ouvert en 2024, une papeterie intégrée nouvelle génération, qui s'inscrit dans une démarche de transition écologique, plus durable et vertueuse.
Rejoignez une société familiale de 250 collaborateurs, ancrée dans le territoire annonéen et fière de son savoir-faire historique de plus de 150 ans. Epanouissez-vous dans un métier de sens qui participe au renouveau de l'industrie papetière locale.
Votre rôle sera de régler la machine à papier en salle conducteur selon les paramètres préconisés et dans un soucis d'optimisation de notre production.
Découvrez vos futures missions :
- Superviser votre ligne en réglant et en surveillant tous les paramètres de la machine ;
- Encadrer, animer l'équipe de production dans son quotidien et répartir l'activité ;
- Assurer le bon fonctionnement des machines (opérations de nettoyage spécifiques lors des arrêts machine) ;
- Réaliser les opérations de maintenance de 1er niveau et faire appel au service maintenance si besoin.
Description du profil :
Ce poste est fait pour vous, si :
- Vous êtes attentif et faites preuve d'organisation/rigueur pour garantir la qualité de votre travail ;
- Vous aimez l'autonomie et la polyvalence dans vos missions ;
- Vous appréciez le travail en équipe ;
- Vous avez l'esprit pédagogue et vous reportez facilement aux équipes production/maintenance.
Découvrez tous les avantages de votre futur poste :
- CDI pour vous projeter durablement
- Horaires en 5x8
- Politique de rémunération attractive entre 2800€ et 3200€ brut/mensuel selon profil
- Participation selon l'Accord en vigueur : 4800€ (moyenne des 2 dernières années) ;
- Prime annuelle de partage de la valeur versée en 2023 : 1360 € ;
- Prime annuelle brute entre 5000€ et 7000€ ;
- Panier de jour (1.50€) et nuit (5.91€) par jour.
Découvrez pourquoi vous allez aimer rejoindre MP Hygiène :
- Une entreprise familiale où le management reste proche de ses collaborateurs
- Un cadre de travail agréable au sein d'une entreprise qui continue d'investir pour son futur
- Une entreprise engagée en faveurs de l'emploi et de l'économie du bassin annonéen
- Un parcours d'intégration soigné et accompagné
- Une montée en compétences encouragée : + de 1180 heures de formation en 2022
- Des perspectives d'évolution grâce à la mobilité interne : 61% des managers sont issu(e)s de promotion internes
- Un environnement sécurisant qui privilégie le bien-être au travail
Ce poste vous emballe et vous souhaitez intégrer les équipes de MP Hygiène ?
Envoyez-nous votre candidature ou contactez-nous au***.",CDI,07 - ANNONAY,2025-02-01T10:02:42.000Z,,"Annuel de 33000,00 Euros à 40000,00 Euros"
1620644,Conducteur / Conductrice de travaux du bâtiment (H/F),"Description du poste :
Poste en CDI Entreprise familiale et indépendante Industrie innovante de la papeterie - Annonay (07)
Vous avez l'envie d'intégrer durablement une entreprise qui s'engage dans son territoire ?
Vous souhaitez rejoindre un spécialiste de l'hygiène qui assure sa continuité et son développement ?
Votre agence Adéquat Annonay recrute des Aides-Conducteurs de ligne F/H en CDI pour son client, MP Hygiène, le plus important fabricant français de papier et de produits d'hygiène. La raison d'être de l'entreprise est de contribuer à la santé et au bien-être de chacun, en concevant les meilleurs produits d'hygiène pour les hôpitaux, écoles, collectivités et entreprises.
Industrie innovante et en croissance, MP Hygiène à ouvert en 2024, une papeterie intégrée nouvelle génération, qui s'inscrit dans une démarche de transition écologique, plus durable et vertueuse.
Rejoignez une société familiale de 250 collaborateurs, ancrée dans le territoire annonéen et fière de son savoir-faire historique de plus de 150 ans. Epanouissez-vous dans un métier de sens qui participe au renouveau de l'industrie papetière locale.
Découvrez vos futures missions :
Véritable bras droit du conducteur de ligne F/H, votre mission sera de régler, vérifier, contrôler le fonctionnement de la machine à papier en procédant aux contrôles qualité exigés par les process.
-Régler la machine à papier selon les spécificités techniques
-Réaliser les prélèvements d'échantillons sur chaque bobine ('mère' et 'fille') et effectuer les tests nécessaires : contrôle du grammage, épaisseur, résistance
- Renseigner les informations sur le logiciel de production
-Réaliser les opérations de maintenance de 1er niveau.
Description du profil :
Ce poste est fait pour vous, si :
- Vous êtes attentif et faites preuve d'organisation/rigueur pour garantir la qualité de votre travail ;
- Vous aimez l'autonomie et la polyvalence dans vos missions ;
- Vous appréciez le travail en équipe ;
Débutant(e) comme Expérimenté(e), afin de vous permettre d'être pleinement autonome et à l'aise sur votre poste, vous aurez une formation durant 1 à 3 mois avec un tuteur interne MP Hygiène pour voir l'ensemble des lignes de production.
Découvrez tous les avantages de votre futur poste :
- CDI pour vous projeter durablement
- Horaires en 5x8
- Politique de rémunération attractive entre 2600€ et 2900€ brut/mensuel selon profil
- Participation selon l'Accord en vigueur : 4800€ (moyenne des 2 dernières années) ;
- Prime annuelle de partage de la valeur versée en 2023 : 1360 € ;
- Prime annuelle brute entre 3000€ et 5000€ ;
- Panier de jour (1.50€) et nuit (5.91€) par jour.
Découvrez pourquoi vous allez aimer rejoindre MP Hygiène :
- Une entreprise familiale où le management reste proche de ses collaborateurs
- Un cadre de travail agréable au sein d'une entreprise qui continue d'investir pour son futur
- Une entreprise engagée en faveurs de l'emploi et de l'économie du bassin annonéen
- Un parcours d'intégration soigné et accompagné
- Une montée en compétences encouragée : + de 1180 heures de formation en 2022
- Des perspectives d'évolution grâce à la mobilité interne : 61% des managers sont issu(e)s de promotion internes
- Un environnement sécurisant qui privilégie le bien-être au travail
Ce poste vous emballe et vous souhaitez intégrer les équipes de MP Hygiène ?
Envoyez-nous votre candidature ou contactez-nous au***.",CDI,07 - ANNONAY,2025-02-01T10:02:20.000Z,,"Annuel de 28000,00 Euros à 33000,00 Euros"
7076629,MÉDECIN GÉNÉRALISTE - H/F,"Description :


Vous souhaitez rejoindre un établissement reconnu, engagé dans des PROJETS AMBITIEUX , et évoluer au sein d'une équipe PLURIDISCIPLINAIRE où l'humanisme et l'ouverture sont des valeurs essentielles ?

Nous recherchons un(e) MÉDECIN GÉNÉRALISTE pour accompagner les patients hospitalisés en soins psychiatriques et contribuer activement à l'amélioration de leur prise en charge.

1 AN D'EXPÉRIENCE MINIMUM - INSCRIPTION À L'ORDRE DES MÉDECINS OBLIGATOIRE.

🎯 VOS MISSIONS :
🔹 Participer au PROJET DE SOINS , en collaboration avec les équipes médicales et paramédicales 
🔹 Assurer l' ÉVALUATION SOMATIQUE des patients hospitalisés en psychiatrie (bilan clinique, suivi, prise en charge) 
🔹 Effectuer les SOMATIQUES adaptées aux besoins des patients 
🔹 Contribuer aux DÉMARCHES QUALITÉ ET GESTION DES RISQUES ET SOINS promouvoir les bonnes pratiques médicales 
🔹 Assurer la CONTINUITÉ DES SOINS dans le cadre d'un dispositif d'astreinte

		
		
Profil recherché :
		
		
✔ DIPLÔME D'ÉTAT DE DOCTEUR EN MÉDECINE GÉNÉRALE
✔ INSCRIPTION À L'ORDRE DES MÉDECINS
✔ Intérêt pour la psychiatrie et la prise en charge globale des patients 
✔ Aptitude au travail en équipe et bon relationnel
",CDI,07 - Privas,2025-05-22T19:34:31.000Z,,
6998664,Gestionnaire de Paie en cabinet (H/F),"MY PREMIUM CONSULTING, cabinet de recrutement indépendant, recherche pour l'un de ses clients, un profil Gestionnaire de Paie en Cabinet d'Expertise-Comptable H/F .

Sous la responsabilité de la Responsable du pôle social, vos missions seront les suivantes :

-La gestion d'un portefeuille clients (multi-conventions)
-Les déclarations et charges sociales
-L'établissement des bulletins de paie et des documents de fin de contrat
-Les documents juridiques (rupture conventionnel, contrat de travail)

Ce poste vous intéresse  
 
Alors n'hésitez pas à me transmettre votre CV à jour !
 
  
 Vous êtes motivé(e), et vous avez déjà une première expérience professionnelle en cabinet comptable.

Vous disposez d'un titre de Gestionnaire de Paie ou d'une formation Paie/RH.
Sinon, de formation Bac+2 à Bac+5 dans le domaine de la comptabilité (BTS CGO, DCG, DSCG, Master CCA) votre profil nous intéresse.",CDI,07 - CRUAS,2025-05-21T18:47:22.000Z,,"Annuel de 25000,00 Euros à 40000,00 Euros"
6998618,Collaborateur comptable (H/F),"Notre cabinet de recrutement recherche pour l'un de ses client, cabinet comptable à taille humaine avec une ambiance chaleureuse, un Collaborateur Comptable H/F.

Vous aurez en charge les missions suivantes :

- Prise en charge d'un portefeuille clients
- Intervention sur des missions de révision des comptes
- Déclarations fiscales
- Etablissement du bilan et de la liasse fiscale
- Participation aux rendez-vous bilan

Vous serez l'interlocuteur privilégié de vos clients.

Le poste peut est susceptible d'être modifié en fonction de l'expérience du candidat ! N'hésitez pas pour postuler.
  
 Vous êtes motivé(e), et vous avez déjà une première expérience professionnelle en cabinet comptable.

De formation Bac+2 à Bac+5 dans le domaine de la comptabilité (BTS CGO, DCG, DSCG, Master CCA) votre profil nous intéresse.",CDI,07 - GUILHERAND GRANGES,2025-05-21T18:47:15.000Z,,"Annuel de 30000,00 Euros à 40000,00 Euros"
6998553,Gestionnaire de Paie en cabinet (H/F),"MY PREMIUM CONSULTING, cabinet de recrutement indépendant, recherche pour l'un de ses clients, un profil Gestionnaire de Paie en Cabinet d'Expertise-Comptable H/F .

Sous la responsabilité de la Responsable du pôle social, vos missions seront les suivantes :

-La gestion d'un portefeuille clients (multi-conventions)
-Les déclarations et charges sociales
-L'établissement des bulletins de paie et des documents de fin de contrat
-Les documents juridiques (rupture conventionnel, contrat de travail)

Ce poste vous intéresse  
 
Alors n'hésitez pas à me transmettre votre CV à jour !
 
  
 Vous êtes motivé(e), et vous avez déjà une première expérience professionnelle en cabinet comptable.

Vous disposez d'un titre de Gestionnaire de Paie ou d'une formation Paie/RH.
Sinon, de formation Bac+2 à Bac+5 dans le domaine de la comptabilité (BTS CGO, DCG, DSCG, Master CCA) votre profil nous intéresse.",CDI,07 - LE POUZIN,2025-05-21T18:47:03.000Z,,"Annuel de 25000,00 Euros à 40000,00 Euros"
6998472,Chef de mission Expertise (H/F),"My Premium Consulting, cabinet de recrutement,  recherche pour son client, un cabinet d'expertise-comptable indépendant, un Chef de mission Expertise H/F

Dans un environnement dynamique et à taille humaine vous exercerez les missions suivantes  :

- le management et la supervision de plusieurs collaborateurs
- la gestion d'un portefeuille de clients variés
- la révision
- l'établissement des liasses et du bilan
- l'accompagnement et le conseil client
- la gestion des rendez-vous bilan

Vous serez l'interlocuteur privilégié des clients de votre portefeuille.

Le poste peut être susceptible d'être modifié en fonction de l'expérience du candidat ! N'hésitez à nous transmettre votre CV à jour.
  
 Vous êtes motivé(e), et vous avez déjà une première expérience professionnelle en cabinet comptable.

De formation Bac+2 à Bac+5 dans le domaine de la comptabilité (BTS CGO, DCG, DSCG, Master CCA) votre profil nous intéresse.",CDI,07 - LE TEIL,2025-05-21T18:46:48.000Z,,"Annuel de 40000,00 Euros à 50000,00 Euros"
6998361,Chef de mission Expertise (H/F),"My Premium Consulting, cabinet de recrutement,  recherche pour son client, un cabinet d'expertise-comptable indépendant, un Chef de mission Expertise H/F

Dans un environnement dynamique et à taille humaine vous exercerez les missions suivantes  :

- le management et la supervision de plusieurs collaborateurs
- la gestion d'un portefeuille de clients variés
- la révision
- l'établissement des liasses et du bilan
- l'accompagnement et le conseil client
- la gestion des rendez-vous bilan

Vous serez l'interlocuteur privilégié des clients de votre portefeuille.

Le poste peut être susceptible d'être modifié en fonction de l'expérience du candidat ! N'hésitez à nous transmettre votre CV à jour.
  
 Vous êtes motivé(e), et vous avez déjà une première expérience professionnelle en cabinet comptable.

De formation Bac+2 à Bac+5 dans le domaine de la comptabilité (BTS CGO, DCG, DSCG, Master CCA) votre profil nous intéresse.",CDI,07 - BOURG ST ANDEOL,2025-05-21T18:46:28.000Z,,"Annuel de 40000,00 Euros à 50000,00 Euros"
6998352,Gestionnaire de Paie en cabinet (H/F),"MY PREMIUM CONSULTING, cabinet de recrutement indépendant, recherche pour l'un de ses clients, un profil Gestionnaire de Paie en Cabinet d'Expertise-Comptable H/F .

Sous la responsabilité de la Responsable du pôle social, vos missions seront les suivantes :

-La gestion d'un portefeuille clients (multi-conventions)
-Les déclarations et charges sociales
-L'établissement des bulletins de paie et des documents de fin de contrat
-Les documents juridiques (rupture conventionnel, contrat de travail)

Ce poste vous intéresse  
 
Alors n'hésitez pas à me transmettre votre CV à jour !
 
  
 Vous êtes motivé(e), et vous avez déjà une première expérience professionnelle en cabinet comptable.

Vous disposez d'un titre de Gestionnaire de Paie ou d'une formation Paie/RH.
Sinon, de formation Bac+2 à Bac+5 dans le domaine de la comptabilité (BTS CGO, DCG, DSCG, Master CCA) votre profil nous intéresse.",CDI,07 - VILLENEUVE DE BERG,2025-05-21T18:46:26.000Z,,"Annuel de 25000,00 Euros à 40000,00 Euros"
6998181,Collaborateur comptable (H/F),"Notre cabinet de recrutement recherche pour l'un de ses client, cabinet comptable à taille humaine avec une ambiance chaleureuse, un Collaborateur Comptable H/F.

Vous aurez en charge les missions suivantes :

- Prise en charge d'un portefeuille clients
- Intervention sur des missions de révision des comptes
- Déclarations fiscales
- Etablissement du bilan et de la liasse fiscale
- Participation aux rendez-vous bilan

Vous serez l'interlocuteur privilégié de vos clients.

Le poste peut est susceptible d'être modifié en fonction de l'expérience du candidat ! N'hésitez pas pour postuler.
  
 Vous êtes motivé(e), et vous avez déjà une première expérience professionnelle en cabinet comptable.

De formation Bac+2 à Bac+5 dans le domaine de la comptabilité (BTS CGO, DCG, DSCG, Master CCA) votre profil nous intéresse.",CDI,07 - ANNONAY,2025-05-21T18:45:55.000Z,,"Annuel de 30000,00 Euros à 40000,00 Euros"
6998093,Gestionnaire de Paie en cabinet (H/F),"MY PREMIUM CONSULTING, cabinet de recrutement indépendant, recherche pour l'un de ses clients, un profil Gestionnaire de Paie en Cabinet d'Expertise-Comptable H/F .

Sous la responsabilité de la Responsable du pôle social, vos missions seront les suivantes :

-La gestion d'un portefeuille clients (multi-conventions)
-Les déclarations et charges sociales
-L'établissement des bulletins de paie et des documents de fin de contrat
-Les documents juridiques (rupture conventionnel, contrat de travail)

Ce poste vous intéresse  
 
Alors n'hésitez pas à me transmettre votre CV à jour !
 
  
 Vous êtes motivé(e), et vous avez déjà une première expérience professionnelle en cabinet comptable.

Vous disposez d'un titre de Gestionnaire de Paie ou d'une formation Paie/RH.
Sinon, de formation Bac+2 à Bac+5 dans le domaine de la comptabilité (BTS CGO, DCG, DSCG, Master CCA) votre profil nous intéresse.",CDI,07 - CHOMERAC,2025-05-21T18:45:38.000Z,,"Annuel de 25000,00 Euros à 40000,00 Euros"
6998035,Chef de mission Expertise (H/F),"My Premium Consulting, cabinet de recrutement,  recherche pour son client, un cabinet d'expertise-comptable indépendant, un Chef de mission Expertise H/F

Dans un environnement dynamique et à taille humaine vous exercerez les missions suivantes  :

- le management et la supervision de plusieurs collaborateurs
- la gestion d'un portefeuille de clients variés
- la révision
- l'établissement des liasses et du bilan
- l'accompagnement et le conseil client
- la gestion des rendez-vous bilan

Vous serez l'interlocuteur privilégié des clients de votre portefeuille.

Le poste peut être susceptible d'être modifié en fonction de l'expérience du candidat ! N'hésitez à nous transmettre votre CV à jour.
  
 Vous êtes motivé(e), et vous avez déjà une première expérience professionnelle en cabinet comptable.

De formation Bac+2 à Bac+5 dans le domaine de la comptabilité (BTS CGO, DCG, DSCG, Master CCA) votre profil nous intéresse.",CDI,07 - DAVEZIEUX,2025-05-21T18:45:28.000Z,,"Annuel de 40000,00 Euros à 50000,00 Euros"
6997991,Collaborateur comptable (H/F),"Notre cabinet de recrutement recherche pour l'un de ses client, cabinet comptable à taille humaine avec une ambiance chaleureuse, un Collaborateur Comptable H/F.

Vous aurez en charge les missions suivantes :

- Prise en charge d'un portefeuille clients
- Intervention sur des missions de révision des comptes
- Déclarations fiscales
- Etablissement du bilan et de la liasse fiscale
- Participation aux rendez-vous bilan

Vous serez l'interlocuteur privilégié de vos clients.

Le poste peut est susceptible d'être modifié en fonction de l'expérience du candidat ! N'hésitez pas pour postuler.
  
 Vous êtes motivé(e), et vous avez déjà une première expérience professionnelle en cabinet comptable.

De formation Bac+2 à Bac+5 dans le domaine de la comptabilité (BTS CGO, DCG, DSCG, Master CCA) votre profil nous intéresse.",CDI,07 - AUBENAS,2025-05-21T18:45:21.000Z,,"Annuel de 30000,00 Euros à 40000,00 Euros"
6997972,Collaborateur comptable (H/F),"Notre cabinet de recrutement recherche pour l'un de ses client, cabinet comptable à taille humaine avec une ambiance chaleureuse, un Collaborateur Comptable H/F.

Vous aurez en charge les missions suivantes :

- Prise en charge d'un portefeuille clients
- Intervention sur des missions de révision des comptes
- Déclarations fiscales
- Etablissement du bilan et de la liasse fiscale
- Participation aux rendez-vous bilan

Vous serez l'interlocuteur privilégié de vos clients.

Le poste peut est susceptible d'être modifié en fonction de l'expérience du candidat ! N'hésitez pas pour postuler.
  
 Vous êtes motivé(e), et vous avez déjà une première expérience professionnelle en cabinet comptable.

De formation Bac+2 à Bac+5 dans le domaine de la comptabilité (BTS CGO, DCG, DSCG, Master CCA) votre profil nous intéresse.",CDI,07 - TOURNON SUR RHONE,2025-05-21T18:45:18.000Z,,"Annuel de 30000,00 Euros à 40000,00 Euros"
6997955,Gestionnaire de Paie en cabinet (H/F),"MY PREMIUM CONSULTING, cabinet de recrutement indépendant, recherche pour l'un de ses clients, un profil Gestionnaire de Paie en Cabinet d'Expertise-Comptable H/F .

Sous la responsabilité de la Responsable du pôle social, vos missions seront les suivantes :

-La gestion d'un portefeuille clients (multi-conventions)
-Les déclarations et charges sociales
-L'établissement des bulletins de paie et des documents de fin de contrat
-Les documents juridiques (rupture conventionnel, contrat de travail)

Ce poste vous intéresse  
 
Alors n'hésitez pas à me transmettre votre CV à jour !
 
  
 Vous êtes motivé(e), et vous avez déjà une première expérience professionnelle en cabinet comptable.

Vous disposez d'un titre de Gestionnaire de Paie ou d'une formation Paie/RH.
Sinon, de formation Bac+2 à Bac+5 dans le domaine de la comptabilité (BTS CGO, DCG, DSCG, Master CCA) votre profil nous intéresse.",CDI,07 - CHARMES SUR RHONE,2025-05-21T18:45:15.000Z,,"Annuel de 25000,00 Euros à 40000,00 Euros"
6997670,Chef de mission Expertise (H/F),"My Premium Consulting, cabinet de recrutement,  recherche pour son client, un cabinet d'expertise-comptable indépendant, un Chef de mission Expertise H/F

Dans un environnement dynamique et à taille humaine vous exercerez les missions suivantes  :

- le management et la supervision de plusieurs collaborateurs
- la gestion d'un portefeuille de clients variés
- la révision
- l'établissement des liasses et du bilan
- l'accompagnement et le conseil client
- la gestion des rendez-vous bilan

Vous serez l'interlocuteur privilégié des clients de votre portefeuille.

Le poste peut être susceptible d'être modifié en fonction de l'expérience du candidat ! N'hésitez à nous transmettre votre CV à jour.
  
 Vous êtes motivé(e), et vous avez déjà une première expérience professionnelle en cabinet comptable.

De formation Bac+2 à Bac+5 dans le domaine de la comptabilité (BTS CGO, DCG, DSCG, Master CCA) votre profil nous intéresse.",CDI,07 - ST PERAY,2025-05-21T18:44:22.000Z,,"Annuel de 40000,00 Euros à 50000,00 Euros"
