offre_id,competence_code,competence_libelle
192NCMN,119442,Types de produits de rôtisserie
192NCMN,119444,Types de produits tripiers
192NCMN,119525,"Techniques de transformation des denrées alimentaires (viande, poisson, fruit, etc.)"
192NCMN,122410,Modalités de stockage de produits alimentaires
192NCMN,104324,Prendre une commande client
192NCMN,118018,"Découper, désosser, parer de la viande"
192NCMN,300090,Préparer des plats culinaires
192NCMN,300181,"Entretenir un équipement, une machine, une installation"
192NCMN,300268,Conditionner des produits
192NCMN,300282,"Entretenir, nettoyer un espace, un lieu, un local"
192NCMN,300375,"Organiser, aménager un espace de vente"
192MWCX,103515,Réaliser les saignées et les creusements divers
192MWCX,113669,Réaliser un diagnostic de panne ou de dysfonctionnement d'installation
192MWCX,114354,Relier des appareils au tableau électrique
192MWCX,121605,Poser des tuyauteries
192MWCX,122213,Installer des équipements de chauffage
192MWCX,122970,Poser des éléments sanitaires
192MWCX,123695,Réaliser des travaux de raccordement aux appareils de chauffage et éléments sanitaires
192MWCX,124184,Réaliser une intervention nécessitant une habilitation
192MWCX,300156,"Démonter un équipement, une installation"
192MMLT,118639,"Analyser les données d'une étude, d'un projet"
192MMLT,300488,Concevoir et gérer un projet
192MMLT,300366,Recueillir et analyser les besoins client
192MBJG,107662,Accompagner les patients dans les gestes de la vie quotidienne
192MBJG,107663,Distribuer les repas et collations au patient/résident selon les besoins ou la prescription médicale
192MBJG,107660,"Mesurer les paramètres vitaux du patient/résident, contrôler les dispositifs et appareillages médicaux et transmettre les informations à l'infirmier"
192MBJG,107661,"Réaliser des soins d'hygiène corporelle, de confort et de prévention"
192LXSK,107814,Analyser le contexte de vie d'une personne
192LXSK,300338,Appliquer un cadre juridique ou réglementaire
192LXSK,107815,"Déterminer le besoin en accompagnement psychologique, arrêter les modalités avec la personne ou l'orienter vers un médecin, service social, personnel paramédical"
192LXSK,300041,Réaliser un accompagnement psychologique
192LSYP,101718,Techniques de désossage
192LSYP,101719,Techniques de parage des viandes
192LSYP,118018,"Découper, désosser, parer de la viande"
192LPZS,101738,"Caractéristiques des farines levure, additifs"
192LPZS,124933,Doser des ingrédients culinaires
192LPZS,126105,Effectuer le montage et la décoration des produits pâtissiers
192LPZS,300282,"Entretenir, nettoyer un espace, un lieu, un local"
192KNJX,121417,Méthodes de plan de prospection
192KNJX,300014,"Conseiller, accompagner une personne"
192KNJX,120526,Mettre en place des actions de prospection
192KNJX,300374,Présenter et valoriser un produit ou un service
192KNJX,300366,Recueillir et analyser les besoins client
192KNGR,121417,Méthodes de plan de prospection
192KNGR,300014,"Conseiller, accompagner une personne"
192KNGR,120526,Mettre en place des actions de prospection
192KNGR,300374,Présenter et valoriser un produit ou un service
192KNGR,300366,Recueillir et analyser les besoins client
192KNBT,121417,Méthodes de plan de prospection
192KNBT,300014,"Conseiller, accompagner une personne"
192KNBT,120526,Mettre en place des actions de prospection
192KNBT,300374,Présenter et valoriser un produit ou un service
192KNBT,300366,Recueillir et analyser les besoins client
192KMZG,121417,Méthodes de plan de prospection
192KMZG,300014,"Conseiller, accompagner une personne"
192KMZG,120526,Mettre en place des actions de prospection
192KMZG,300374,Présenter et valoriser un produit ou un service
192KMZG,300366,Recueillir et analyser les besoins client
192KMXM,121417,Méthodes de plan de prospection
192KMXM,300014,"Conseiller, accompagner une personne"
192KMXM,120526,Mettre en place des actions de prospection
192KMXM,300374,Présenter et valoriser un produit ou un service
192KMXM,300366,Recueillir et analyser les besoins client
192JPJM,120886,Logiciels comptables
192JPJM,117139,Codifier une facture
192JPJM,117140,Codifier un mandat
192JPJM,117141,Codifier un titre
192JPJM,300305,"Effectuer le suivi des commandes, la facturation"
192JNDK,104253,Techniques de tournage de pâte à crêpe
192JNDK,124951,Réaliser une garniture alimentaire
192JNDK,124952,Cuire une pizza au four
192JNDK,124950,Former une pâte à pizza
192HXPK,107662,Accompagner les patients dans les gestes de la vie quotidienne
192HXPK,107663,Distribuer les repas et collations au patient/résident selon les besoins ou la prescription médicale
192HXPK,107661,"Réaliser des soins d'hygiène corporelle, de confort et de prévention"
192DNFX,121657,Négocier des solutions techniques ou financières avec un client
192DNFX,300366,Recueillir et analyser les besoins client
192DNFX,300415,"Convaincre, négocier"
192DNFX,116860,Optimiser des techniques analytiques de production industrielles
192DFTW,107660,"Mesurer les paramètres vitaux du patient/résident, contrôler les dispositifs et appareillages médicaux et transmettre les informations à l'infirmier"
192DFTW,107661,"Réaliser des soins d'hygiène corporelle, de confort et de prévention"
192DFTW,107662,Accompagner les patients dans les gestes de la vie quotidienne
192DFMM,107814,Analyser le contexte de vie d'une personne
192DFMM,300041,Réaliser un accompagnement psychologique
192DFMM,107815,"Déterminer le besoin en accompagnement psychologique, arrêter les modalités avec la personne ou l'orienter vers un médecin, service social, personnel paramédical"
192DFMM,300338,Appliquer un cadre juridique ou réglementaire
192DFJC,107814,Analyser le contexte de vie d'une personne
192DFJC,300041,Réaliser un accompagnement psychologique
192DFJC,107815,"Déterminer le besoin en accompagnement psychologique, arrêter les modalités avec la personne ou l'orienter vers un médecin, service social, personnel paramédical"
192DFJC,300338,Appliquer un cadre juridique ou réglementaire
192DFBC,107814,Analyser le contexte de vie d'une personne
192DFBC,300041,Réaliser un accompagnement psychologique
192DFBC,107815,"Déterminer le besoin en accompagnement psychologique, arrêter les modalités avec la personne ou l'orienter vers un médecin, service social, personnel paramédical"
192DFBC,300338,Appliquer un cadre juridique ou réglementaire
192CYVP,300469,"Préparer et animer une réunion, un groupe de travail, un atelier"
192CYVP,300041,Réaliser un accompagnement psychologique
192CYVP,,Connaissance la psychologie du travail
192CYVP,,Connaissance de la clinique du vieillissement
192CYQW,107814,Analyser le contexte de vie d'une personne
192CYQW,300338,Appliquer un cadre juridique ou réglementaire
192CYQW,107815,"Déterminer le besoin en accompagnement psychologique, arrêter les modalités avec la personne ou l'orienter vers un médecin, service social, personnel paramédical"
192CYQW,300041,Réaliser un accompagnement psychologique
192BTJX,107662,Accompagner les patients dans les gestes de la vie quotidienne
192BTJX,107660,"Mesurer les paramètres vitaux du patient/résident, contrôler les dispositifs et appareillages médicaux et transmettre les informations à l'infirmier"
192BTJX,107661,"Réaliser des soins d'hygiène corporelle, de confort et de prévention"
191YZCR,107662,Accompagner les patients dans les gestes de la vie quotidienne
191YZCR,107660,"Mesurer les paramètres vitaux du patient/résident, contrôler les dispositifs et appareillages médicaux et transmettre les informations à l'infirmier"
191YZCR,107661,"Réaliser des soins d'hygiène corporelle, de confort et de prévention"
191YXKG,107662,Accompagner les patients dans les gestes de la vie quotidienne
191YXKG,107660,"Mesurer les paramètres vitaux du patient/résident, contrôler les dispositifs et appareillages médicaux et transmettre les informations à l'infirmier"
191YXKG,107661,"Réaliser des soins d'hygiène corporelle, de confort et de prévention"
191YWZX,107814,Analyser le contexte de vie d'une personne
191YWZX,107815,"Déterminer le besoin en accompagnement psychologique, arrêter les modalités avec la personne ou l'orienter vers un médecin, service social, personnel paramédical"
191YWZX,300041,Réaliser un accompagnement psychologique
191YVCQ,107662,Accompagner les patients dans les gestes de la vie quotidienne
191YVCQ,107660,"Mesurer les paramètres vitaux du patient/résident, contrôler les dispositifs et appareillages médicaux et transmettre les informations à l'infirmier"
191YVCQ,107661,"Réaliser des soins d'hygiène corporelle, de confort et de prévention"
191YSDM,107662,Accompagner les patients dans les gestes de la vie quotidienne
191YSDM,107660,"Mesurer les paramètres vitaux du patient/résident, contrôler les dispositifs et appareillages médicaux et transmettre les informations à l'infirmier"
191YSDM,107661,"Réaliser des soins d'hygiène corporelle, de confort et de prévention"
191YSBD,107662,Accompagner les patients dans les gestes de la vie quotidienne
191YSBD,107660,"Mesurer les paramètres vitaux du patient/résident, contrôler les dispositifs et appareillages médicaux et transmettre les informations à l'infirmier"
191YSBD,107661,"Réaliser des soins d'hygiène corporelle, de confort et de prévention"
191YRXR,107662,Accompagner les patients dans les gestes de la vie quotidienne
191YRXR,107660,"Mesurer les paramètres vitaux du patient/résident, contrôler les dispositifs et appareillages médicaux et transmettre les informations à l'infirmier"
191YRXR,107661,"Réaliser des soins d'hygiène corporelle, de confort et de prévention"
191YQMS,107662,Accompagner les patients dans les gestes de la vie quotidienne
191YQMS,107660,"Mesurer les paramètres vitaux du patient/résident, contrôler les dispositifs et appareillages médicaux et transmettre les informations à l'infirmier"
191YQMS,107661,"Réaliser des soins d'hygiène corporelle, de confort et de prévention"
191YNZF,100906,Principes de l'ergonomie au travail
191YNZF,107920,Effectuer les courses d'une personne
191YNZF,300044,Surveiller l'état de santé d'une personne
191YLBW,107201,Actualiser le dossier médical du patient
191YLBW,107198,Déterminer les besoins thérapeutiques et réaliser les soins médicaux
191YLBW,107199,"Réaliser la prescription médicale, expliquer les modalités de traitement au patient et le conseiller sur l'hygiène de vie"
191YLBW,107197,"Recenser les symptômes, les dysfonctionnements, cerner l'environnement de vie du patient et procéder à l'examen clinique"
191YLBW,300125,"Renseigner, mettre à jour une documentation technique"
191YKKL,107201,Actualiser le dossier médical du patient
191YKKL,107198,Déterminer les besoins thérapeutiques et réaliser les soins médicaux
191YKKL,107199,"Réaliser la prescription médicale, expliquer les modalités de traitement au patient et le conseiller sur l'hygiène de vie"
191YKKL,107197,"Recenser les symptômes, les dysfonctionnements, cerner l'environnement de vie du patient et procéder à l'examen clinique"
191YCFW,101738,"Caractéristiques des farines levure, additifs"
191YCFW,300282,"Entretenir, nettoyer un espace, un lieu, un local"
191YCFW,124933,Doser des ingrédients culinaires
191YCFW,126105,Effectuer le montage et la décoration des produits pâtissiers
191XVKB,121417,Méthodes de plan de prospection
191XVKB,300014,"Conseiller, accompagner une personne"
191XVKB,300377,"Élaborer, adapter une proposition commerciale"
191XVKB,300384,Élaborer une stratégie commerciale
191XVKB,102318,"Établir un plan de tournée de prospection (ciblage, interlocuteurs, préparation de dossiers techniques)"
191VTWW,107814,Analyser le contexte de vie d'une personne
191VTWW,300338,Appliquer un cadre juridique ou réglementaire
191VTWW,107815,"Déterminer le besoin en accompagnement psychologique, arrêter les modalités avec la personne ou l'orienter vers un médecin, service social, personnel paramédical"
191VTWW,300041,Réaliser un accompagnement psychologique
191VKCT,100634,Techniques de peinture artistique
191VKCT,404098,CAP peintre applicateur de revêtements
191VKCT,404094,CAP Peintre en bâtiment
191VKCT,400409,Monter ou démonter un échafaudage
191VKCT,103566,Préparer la peinture
191TSRS,107814,Analyser le contexte de vie d'une personne
191TSRS,300041,Réaliser un accompagnement psychologique
191TSRS,107815,"Déterminer le besoin en accompagnement psychologique, arrêter les modalités avec la personne ou l'orienter vers un médecin, service social, personnel paramédical"
191TSRS,300338,Appliquer un cadre juridique ou réglementaire
191TSDH,107662,Accompagner les patients dans les gestes de la vie quotidienne
191TSDH,107660,"Mesurer les paramètres vitaux du patient/résident, contrôler les dispositifs et appareillages médicaux et transmettre les informations à l'infirmier"
191TSDH,107661,"Réaliser des soins d'hygiène corporelle, de confort et de prévention"
191SJWQ,102096,Normes d'hygiène et de propreté
191SJWQ,481891,Techniques de nettoyage et d'entretien
191SJWQ,477812,Techniques de rangement efficace
191SJWQ,107948,"Dépoussiérer les sols, les tapis, les meubles, les objets et aérer, désodoriser les pièces"
191SJWQ,104160,"Changer les draps, refaire le lit (mise à blanc, recouche) et remplacer le linge de toilette"
191SJWQ,120699,Entretenir le linge
191SJWQ,489930,Entretenir les espaces de vie et le linge de la personne accompagnée
191SJWQ,125246,"Entretenir une surface, un sol"
191SJWQ,107957,Laver des vitres
191SJWQ,483215,Veiller à la propreté et à l'ordre dans les espaces de vie
191RWGD,101716,Chaîne du froid
191RWGD,100359,Règles d'hygiène et de sécurité alimentaire
191RWGD,126105,Effectuer le montage et la décoration des produits pâtissiers
191RWGD,300282,"Entretenir, nettoyer un espace, un lieu, un local"
191RWGD,300268,Conditionner des produits
191RWGD,125971,Définir des besoins en approvisionnement
191RWGD,126104,Planifier les opérations de production selon les commandes
191RWGD,300263,"Réceptionner des produits, des matières premières, vérifier la conformité d'une livraison"
191RJLY,107662,Accompagner les patients dans les gestes de la vie quotidienne
191RJLY,107660,"Mesurer les paramètres vitaux du patient/résident, contrôler les dispositifs et appareillages médicaux et transmettre les informations à l'infirmier"
191RJLY,107661,"Réaliser des soins d'hygiène corporelle, de confort et de prévention"
191RFPC,101901,Accueillir le client et l'installer
191RFPC,483667,Assurer une communication claire et efficace avec l'équipe
191RFPC,300556,Conseiller le client dans ses choix de boissons ou plats selon ses goûts
191RFPC,117933,Effectuer le service des plats à table
191RFPC,403015,Garantir la satisfaction du client
191RFPC,117171,Gérer les retours des clients pour améliorer les services
191RFPC,300411,Parler une ou plusieurs langues étrangères
191RFPC,104324,Prendre une commande client
191RFPC,400722,Proposer des produits additionnels
191RFPC,117932,Réaliser la mise en place de la salle et de l'office
191RFPC,403892,S'exprimer avec politesse et courtoisie
191RFNP,403326,Assurer la propreté de la zone de travail
191RFNP,124919,"Cuire des viandes, poissons ou légumes"
191RFNP,124935,Dresser des plats pour le service
191RFNP,122877,Entretenir des équipements de cuisine professionnelle
191RFNP,124947,Éplucher des légumes et des fruits
191RFNP,300449,Expliquer et faire respecter les règles et procédures
191RFNP,402226,Favoriser un environnement de travail collaboratif
191RFNP,403497,Gérer l'approvisionnement des matières premières nécessaires en cuisine afin d'éviter les excédents ou la rupture de stock
191RFNP,485917,Gérer les urgences et les imprévus en cuisine
191RFNP,483178,Gérer le timing de préparation pour un service efficace
191RFNP,403537,"Goûter les préparations culinaires, ajuster leur assaisonnement et prêter attention à l'esthétique des plats avant de les servir"
191RFNP,403543,"Organiser le stockage des denrées, en les triant par dates de péremption par exemple"
191RFNP,104207,Préparer les viandes et les poissons
191QKJC,124739,Identifier les composants et les pièces défectueuses
191QKJC,123770,Réaliser le montage d'équipements industriels ou d'exploitation
191QKJC,106714,Réaliser les réglages de mise au point de l'équipement industriel ou d'exploitation et contrôler son fonctionnement
191QKJC,300182,"Réparer un équipement, une machine, une installation"
191QHHW,105980,"Assembler et positionner les pièces, plaques, tubes (soudure-pointage, rivet, agrafe, colle, ...)"
191QHHW,105981,Contrôler la qualité de l'assemblage des pièces mécaniques
191QHHW,300230,"Découper, tailler des matières premières"
191QHHW,105978,"Tracer les développés et reporter les cotes sur les matériaux (plaques, tubes, profilés, ...)"
191QFNG,119982,Caractéristiques des véhicules de transport de marchandises
191QFNG,100016,Gestes et postures de manutention
191QFNG,121002,Entretien de véhicules
191QFNG,110034,Sécurité des opérations de chargement et déchargement
191QFNG,110527,Contrôler l'état de fonctionnement du véhicule
191QFNG,124795,Organiser des itinéraires de livraison optimisés
191QFNG,110473,Optimiser un plan de chargement des marchandises
191QFNG,110024,Conduire un poids lourd
191QFNG,110504,Transporter des matériaux
191KKZP,403981,CAP boucher
191KKZP,121945,Caractéristiques des carcasses de viande
191KKZP,101716,Chaîne du froid
191KKZP,121950,Machine de découpe de viande
191KKZP,477779,Techniques de découpe de viande
191KKZP,101718,Techniques de désossage
191KKZP,101715,Techniques de ficelage des viandes
191KKZP,101719,Techniques de parage des viandes
191KKZP,104174,"Accueillir, orienter et renseigner un client"
191KKZP,482398,Assurer la propreté et l'ordre dans l'espace de travail
191KKZP,485489,Conseiller les clients sur les types de viandes
191KKZP,118018,"Découper, désosser, parer de la viande"
191KKZP,121948,Identifier les types et morceaux de viande
191KKZP,104324,Prendre une commande client
191KKZP,485490,Préparer des produits bouchers selon les commandes
191KKZP,121771,Promouvoir les produits auprès des clients
191KKZP,300263,"Réceptionner des produits, des matières premières, vérifier la conformité d'une livraison"
191KKZP,402094,Veiller au respect des normes d'hygiène
191KKZP,106394,Vérifier et maintenir l'état de propreté des équipements
191JWCR,104207,Préparer les viandes et les poissons
191JWCR,124919,"Cuire des viandes, poissons ou légumes"
191JWCR,124935,Dresser des plats pour le service
191JTHV,101901,Accueillir le client et l'installer
191JTHV,300556,Conseiller le client dans ses choix de boissons ou plats selon ses goûts
191JTHV,104324,Prendre une commande client
191JTHV,117933,Effectuer le service des plats à table
191JTHV,117932,Réaliser la mise en place de la salle et de l'office
191JSYK,104207,Préparer les viandes et les poissons
191JSYK,115131,Préparer des repas
191JSYK,124919,"Cuire des viandes, poissons ou légumes"
191JSYK,124933,Doser des ingrédients culinaires
191JSYK,124935,Dresser des plats pour le service
191JSYK,,Réaliser une remise en température des repas
191JSYK,,Normes HACCP
191JSYK,,Plonge
191JHBK,107661,"Réaliser des soins d'hygiène corporelle, de confort et de prévention"
191JHBK,107660,"Mesurer les paramètres vitaux du patient/résident, contrôler les dispositifs et appareillages médicaux et transmettre les informations à l'infirmier"
191JHBK,107662,Accompagner les patients dans les gestes de la vie quotidienne
191JGRQ,107660,"Mesurer les paramètres vitaux du patient/résident, contrôler les dispositifs et appareillages médicaux et transmettre les informations à l'infirmier"
191JGRQ,107661,"Réaliser des soins d'hygiène corporelle, de confort et de prévention"
191JGRQ,107662,Accompagner les patients dans les gestes de la vie quotidienne
191FSRH,104207,Préparer les viandes et les poissons
191FSRH,115131,Préparer des repas
191FSRH,124919,"Cuire des viandes, poissons ou légumes"
191FSRH,124933,Doser des ingrédients culinaires
191FSRH,124935,Dresser des plats pour le service
191FSRH,,Réaliser une remise en température des repas
191FSRH,,Normes HACCP
191FSRH,,Plonge
191DXJS,121417,Méthodes de plan de prospection
191DXJS,300014,"Conseiller, accompagner une personne"
191DXJS,120526,Mettre en place des actions de prospection
191DXJS,300374,Présenter et valoriser un produit ou un service
191DXJS,300366,Recueillir et analyser les besoins client
191CRDS,124935,Dresser des plats pour le service
191CRDS,124947,Éplucher des légumes et des fruits
191CRDS,300282,"Entretenir, nettoyer un espace, un lieu, un local"
191BWLL,107920,Effectuer les courses d'une personne
191BWLL,300044,Surveiller l'état de santé d'une personne
190RKXN,118788,Planifier des opérations de chantier
190LXFB,101901,Accueillir le client et l'installer
190LXFB,124963,Réaliser un service en salle
190LVHX,404157,Diplôme d'Etat d'Aide-Soignant
190LVHX,107662,Accompagner les patients dans les gestes de la vie quotidienne
190LVHX,107663,Distribuer les repas et collations au patient/résident selon les besoins ou la prescription médicale
190LVHX,107660,"Mesurer les paramètres vitaux du patient/résident, contrôler les dispositifs et appareillages médicaux et transmettre les informations à l'infirmier"
190LVHX,107661,"Réaliser des soins d'hygiène corporelle, de confort et de prévention"
190LVHX,489903,"Agir dans une situation d'urgence, sécuriser le patient et alerter le personnel médical"
190LVHX,489904,Etre en capacité de mettre en pratique les enseignements théoriques en matière de risques professionnels
190LVHX,482292,Gérer les situations de stress chez les patients
190LVHX,102049,Réaliser des soins mortuaires
190LVHX,107740,"Réaliser ou contrôler les soins d'hygiène, de confort et apporter une aide au patient"
190LVHX,489951,Renseigner les soins réalisés dans le dossier médical du patient ou de la personne accompagnée
190LVHX,300448,"Respecter des règles, des consignes, normes et procédures opérationnelles"
190LVHX,300446,"Respecter les règles de Qualité, Hygiène, Sécurité, Santé et Environnement (QHSSE)"
190LVHX,300447,Respecter les règles d'éthique et de déontologie
190LVHX,300044,Surveiller l'état de santé d'une personne
190LVHX,489946,Utiliser le matériel médical adapté
190LDSB,100822,Techniques d'usinage
190LDSB,300256,Contrôler la qualité et la conformité d'un livrable
190LDSB,300135,"Monter et régler une installation, une machine"
190LDSB,300185,Réaliser un diagnostic technique
190GCQQ,118639,"Analyser les données d'une étude, d'un projet"
190GCQQ,300488,Concevoir et gérer un projet
190GCQQ,300366,Recueillir et analyser les besoins client
189XNPQ,101718,Techniques de désossage
189XNPQ,101719,Techniques de parage des viandes
189XNPQ,118018,"Découper, désosser, parer de la viande"
189RPCR,110024,Conduire un poids lourd
189RPCR,110474,Vérifier l'exactitude et la conformité de documents de transport de marchandises
189RPCR,110504,Transporter des matériaux
189RPCR,110527,Contrôler l'état de fonctionnement du véhicule
189RPCR,120413,Transporter des produits en vrac
189RCBD,107814,Analyser le contexte de vie d'une personne
189RCBD,300338,Appliquer un cadre juridique ou réglementaire
189RCBD,107815,"Déterminer le besoin en accompagnement psychologique, arrêter les modalités avec la personne ou l'orienter vers un médecin, service social, personnel paramédical"
189RCBD,300041,Réaliser un accompagnement psychologique
189LWYK,117243,Établir un devis
189LWYK,102318,"Établir un plan de tournée de prospection (ciblage, interlocuteurs, préparation de dossiers techniques)"
188ZFVB,104207,Préparer les viandes et les poissons
188ZFVB,124919,"Cuire des viandes, poissons ou légumes"
188ZFVB,124935,Dresser des plats pour le service
192WKVW,107201,Actualiser le dossier médical du patient
192WKVW,107198,Déterminer les besoins thérapeutiques et réaliser les soins médicaux
192WKVW,107199,"Réaliser la prescription médicale, expliquer les modalités de traitement au patient et le conseiller sur l'hygiène de vie"
192WKVW,107197,"Recenser les symptômes, les dysfonctionnements, cerner l'environnement de vie du patient et procéder à l'examen clinique"
192WKVW,300125,"Renseigner, mettre à jour une documentation technique"
192VQZY,107530,"Cerner le type de dysfonctionnement (troubles de la voix, du langage oral), les difficultés (gêne, manifestations) et l'environnement du patient"
192VQZY,107533,Concevoir le programme de la séance d'orthophonie et adapter les exercices selon l'état du patient
192VQZY,107531,"Déterminer le besoin de rééducation orthophonique à partir de tests ou conseiller le patient sur un suivi complémentaire (soutien scolaire, accompagnement psychologique, ...)"
192VQZY,107477,"Réaliser le bilan de fin de rééducation avec la personne et échanger des informations avec le médecin, l'enseignant, ..."
192VQZY,124221,Renseigner des documents médico-administratifs
192VQTV,107530,"Cerner le type de dysfonctionnement (troubles de la voix, du langage oral), les difficultés (gêne, manifestations) et l'environnement du patient"
192VQTV,107533,Concevoir le programme de la séance d'orthophonie et adapter les exercices selon l'état du patient
192VQTV,107531,"Déterminer le besoin de rééducation orthophonique à partir de tests ou conseiller le patient sur un suivi complémentaire (soutien scolaire, accompagnement psychologique, ...)"
192VQTV,107477,"Réaliser le bilan de fin de rééducation avec la personne et échanger des informations avec le médecin, l'enseignant, ..."
192VQTV,124221,Renseigner des documents médico-administratifs
192VQFL,107530,"Cerner le type de dysfonctionnement (troubles de la voix, du langage oral), les difficultés (gêne, manifestations) et l'environnement du patient"
192VQFL,107533,Concevoir le programme de la séance d'orthophonie et adapter les exercices selon l'état du patient
192VQFL,107531,"Déterminer le besoin de rééducation orthophonique à partir de tests ou conseiller le patient sur un suivi complémentaire (soutien scolaire, accompagnement psychologique, ...)"
192VQFL,107477,"Réaliser le bilan de fin de rééducation avec la personne et échanger des informations avec le médecin, l'enseignant, ..."
192VQFL,124221,Renseigner des documents médico-administratifs
192SDQX,121482,Appliquer les mortiers
192SDQX,400081,Assembler et positionner les éléments d'armatures et les caissons pour le béton
192SDQX,122952,Monter les murs en utilisant les matériaux adaptés
192SDQX,123667,Réaliser des enduits
192SDQX,103767,Terrasser et niveler la fondation
192PTPW,105933,"Identifier les phases d'ajustage et de montage d'éléments, systèmes, ensembles mécaniques à partir du dossier technique ou du modèle"
192PTPW,300140,"Adapter, ajuster un article ou une production en fonction du besoin"
192PTPW,105935,"Dimensionner et mettre en forme les pièces, éléments mécaniques par usinage, formage, ... et vérifier leur conformité"
192PTPW,105936,Réaliser les ajustements et les finitions et assembler les éléments et les sous-ensembles mécaniques
192PTPW,105937,"Effectuer le métrage et la mise au point de systèmes, équipements mécaniques et outils de production (moule, outillage...)"
192MBHJ,107662,Accompagner les patients dans les gestes de la vie quotidienne
192MBHJ,107660,"Mesurer les paramètres vitaux du patient/résident, contrôler les dispositifs et appareillages médicaux et transmettre les informations à l'infirmier"
192MBHJ,107661,"Réaliser des soins d'hygiène corporelle, de confort et de prévention"
192HXNH,107756,Gestion des soins de fin de vie
192HXNH,107674,Pathologies du vieillissement
192HXNH,107715,Réaliser des soins infirmiers
192GYZR,121777,Fixer des éléments basse tension
192GYZR,123597,Positionner une armoire électrique de locaux domestiques ou tertiaires
192GYZR,121778,Raccorder des éléments basse tension
192GYZR,123598,Raccorder une armoire électrique aux équipements de locaux domestiques ou tertiaires
192GYZR,103495,Réaliser et poser des chemins de câbles et des conduits électriques en apparent ou en encastré
192CLRT,107715,Réaliser des soins infirmiers
192BQZK,107662,Accompagner les patients dans les gestes de la vie quotidienne
192BQZK,107715,Réaliser des soins infirmiers
192BHRX,107474,Concevoir un projet thérapeutique
192BHRX,107644,"Procéder aux tests psychomoteurs et analyser les informations recueillies lors de l'évaluation (manifestations cliniques, motivation, ...)"
192BHRX,107477,"Réaliser le bilan de fin de rééducation avec la personne et échanger des informations avec le médecin, l'enseignant, ..."
192BHRX,124221,Renseigner des documents médico-administratifs
192BFCV,107530,"Cerner le type de dysfonctionnement (troubles de la voix, du langage oral), les difficultés (gêne, manifestations) et l'environnement du patient"
192BFCV,107477,"Réaliser le bilan de fin de rééducation avec la personne et échanger des informations avec le médecin, l'enseignant, ..."
192BFCV,107533,Concevoir le programme de la séance d'orthophonie et adapter les exercices selon l'état du patient
192BFCV,107531,"Déterminer le besoin de rééducation orthophonique à partir de tests ou conseiller le patient sur un suivi complémentaire (soutien scolaire, accompagnement psychologique, ...)"
192BFCV,124221,Renseigner des documents médico-administratifs
192BDTG,107715,Réaliser des soins infirmiers
191ZCMB,479035,Caractéristiques des plantes et végétaux
191ZCMB,140912,Techniques de maçonnerie paysagère
191ZCMB,122739,Techniques d'engazonnement
191ZCMB,100032,Techniques de taille de végétaux
191ZCMB,106963,Utilisation d'outillage mécanique
191ZCMB,120676,Utilisation d'outils de taille
191ZCMB,300292,"Aménager, entretenir un espace vert"
191ZCMB,486117,Collaborer avec des équipes pour des projets d'aménagement
191ZCMB,402102,Coordonner l'activité d'une équipe
191ZCMB,122781,Installer un système d'éclairage
191ZCMB,122843,"Planter un arbre, une plante, un végétal"
191ZCMB,122730,"Préparer les sols, les plantations (épandage, semis, etc.)"
191ZCMB,140913,"Réaliser des ouvrages de maçonnerie paysagère (dallages, pavages, murets, escaliers, ...)"
191ZCMB,100063,Tailler les arbres
191ZCMB,300021,"Transmettre une technique, un savoir-faire"
191ZCKL,123463,Entretien des espaces verts
191ZCKL,477767,Gestion des déchets verts
191ZCKL,122739,Techniques d'engazonnement
191ZCKL,100064,Utilisation d'engins de tonte (autotracté/autoporté)
191ZCKL,120676,Utilisation d'outils de taille
191ZCKL,119618,Apporter un appui technique aux équipes de chantier
191ZCKL,402102,Coordonner l'activité d'une équipe
191ZCKL,122843,"Planter un arbre, une plante, un végétal"
191ZCKL,122730,"Préparer les sols, les plantations (épandage, semis, etc.)"
191ZCKL,483368,Superviser le nettoyage et la maintenance des équipements
191ZCKL,121876,Surveiller le respect des normes de sécurité
191ZCKL,100063,Tailler les arbres
191ZCKL,300021,"Transmettre une technique, un savoir-faire"
191YZHK,107662,Accompagner les patients dans les gestes de la vie quotidienne
191YZHK,107715,Réaliser des soins infirmiers
191YYZP,107662,Accompagner les patients dans les gestes de la vie quotidienne
191YYZP,107715,Réaliser des soins infirmiers
191YYRS,102096,Normes d'hygiène et de propreté
191YYRS,107948,"Dépoussiérer les sols, les tapis, les meubles, les objets et aérer, désodoriser les pièces"
191YYRS,107920,Effectuer les courses d'une personne
191YYRS,300551,Entretenir le linge de maison et les vêtements
191YXLJ,107662,Accompagner les patients dans les gestes de la vie quotidienne
191YXLJ,107715,Réaliser des soins infirmiers
191YVJC,107662,Accompagner les patients dans les gestes de la vie quotidienne
191YVJC,107715,Réaliser des soins infirmiers
191YTWD,107662,Accompagner les patients dans les gestes de la vie quotidienne
191YTWD,107715,Réaliser des soins infirmiers
191YTNB,107201,Actualiser le dossier médical du patient
191YTNB,107198,Déterminer les besoins thérapeutiques et réaliser les soins médicaux
191YTNB,107199,"Réaliser la prescription médicale, expliquer les modalités de traitement au patient et le conseiller sur l'hygiène de vie"
191YTNB,107197,"Recenser les symptômes, les dysfonctionnements, cerner l'environnement de vie du patient et procéder à l'examen clinique"
191YTKF,107662,Accompagner les patients dans les gestes de la vie quotidienne
191YTKF,107715,Réaliser des soins infirmiers
